order_id,date,time
8044,2015-05-15,14:53:13
8045,2015-05-15,15:02:25
8046,2015-05-15,15:15:38
8047,2015-05-15,15:47:34
8048,2015-05-15,16:27:54
8049,2015-05-15,16:28:24
8050,2015-05-15,16:29:51
8051,2015-05-15,16:48:04
8052,2015-05-15,16:51:40
8053,2015-05-15,17:19:36
8054,2015-05-15,17:19:53
8055,2015-05-15,17:25:37
8056,2015-05-15,17:35:24
8057,2015-05-15,17:42:38
8058,2015-05-15,17:47:26
8059,2015-05-15,17:51:11
8060,2015-05-15,17:52:09
8061,2015-05-15,17:55:21
8062,2015-05-15,17:55:39
8063,2015-05-15,18:06:21
8064,2015-05-15,18:13:46
8065,2015-05-15,18:23:33
8066,2015-05-15,18:25:44
8067,2015-05-15,18:32:16
8068,2015-05-15,18:33:49
8069,2015-05-15,18:37:09
8070,2015-05-15,18:46:04
8071,2015-05-15,18:46:09
8072,2015-05-15,18:49:52
8073,2015-05-15,18:50:13
8074,2015-05-15,18:52:08
8075,2015-05-15,19:13:32
8076,2015-05-15,19:13:49
8077,2015-05-15,19:20:50
8078,2015-05-15,19:25:32
8079,2015-05-15,19:26:05
8080,2015-05-15,19:27:26
8081,2015-05-15,19:31:31
8082,2015-05-15,19:48:38
8083,2015-05-15,19:52:50
8084,2015-05-15,19:55:24
8085,2015-05-15,19:55:58
8086,2015-05-15,19:59:57
8087,2015-05-15,20:01:21
8088,2015-05-15,20:02:44
8089,2015-05-15,20:04:48
8090,2015-05-15,20:13:35
8091,2015-05-15,20:17:55
8092,2015-05-15,20:34:54
8093,2015-05-15,20:45:10
8094,2015-05-15,20:48:11
8095,2015-05-15,20:52:32
8096,2015-05-15,21:02:02
8097,2015-05-15,21:09:50
8098,2015-05-15,21:10:51
8099,2015-05-15,21:17:01
8100,2015-05-15,21:17:52
8101,2015-05-15,21:34:10
8102,2015-05-15,21:41:34
8103,2015-05-15,21:43:13
8104,2015-05-15,21:43:53
8105,2015-05-15,22:16:25
8106,2015-05-15,22:24:20
8107,2015-05-15,22:34:09
8108,2015-05-15,22:59:54
8109,2015-05-16,11:54:32
8110,2015-05-16,11:57:47
8111,2015-05-16,12:31:41
8112,2015-05-16,12:53:29
8113,2015-05-16,13:01:28
8114,2015-05-16,13:27:42
8115,2015-05-16,13:42:42
8116,2015-05-16,13:51:12
8117,2015-05-16,13:57:42
8118,2015-05-16,14:01:00
8119,2015-05-16,14:10:12
8120,2015-05-16,14:23:21
8121,2015-05-16,14:24:30
8122,2015-05-16,14:35:18
8123,2015-05-16,14:54:33
8124,2015-05-16,15:02:06
8125,2015-05-16,15:26:59
8126,2015-05-16,15:44:44
8127,2015-05-16,15:54:15
8128,2015-05-16,16:01:30
8129,2015-05-16,16:14:02
8130,2015-05-16,16:33:36
8131,2015-05-16,16:44:30
8132,2015-05-16,16:50:30
8133,2015-05-16,17:04:23
8134,2015-05-16,17:09:16
8135,2015-05-16,17:09:58
8136,2015-05-16,17:26:36
8137,2015-05-16,17:26:56
8138,2015-05-16,17:30:07
8139,2015-05-16,17:46:43
8140,2015-05-16,17:48:04
8141,2015-05-16,17:51:20
8142,2015-05-16,17:56:12
8143,2015-05-16,18:01:08
8144,2015-05-16,18:04:46
8145,2015-05-16,18:11:45
8146,2015-05-16,18:41:46
8147,2015-05-16,18:45:27
8148,2015-05-16,19:09:17
8149,2015-05-16,19:09:50
8150,2015-05-16,19:15:45
8151,2015-05-16,19:21:25
8152,2015-05-16,19:25:15
8153,2015-05-16,19:31:26
8154,2015-05-16,19:40:20
8155,2015-05-16,19:48:23
8156,2015-05-16,20:03:21
8157,2015-05-16,20:04:40
8158,2015-05-16,20:38:23
8159,2015-05-16,20:45:07
8160,2015-05-16,20:46:33
8161,2015-05-16,20:58:45
8162,2015-05-16,21:04:04
8163,2015-05-16,21:05:24
8164,2015-05-16,21:19:25
8165,2015-05-16,21:24:05
8166,2015-05-16,21:35:20
8167,2015-05-16,21:41:00
8168,2015-05-16,21:42:10
8169,2015-05-16,21:53:14
8170,2015-05-17,11:59:40
8171,2015-05-17,12:12:24
8172,2015-05-17,12:32:27
8173,2015-05-17,13:05:32
8174,2015-05-17,13:11:38
8175,2015-05-17,13:27:48
8176,2015-05-17,13:34:54
8177,2015-05-17,13:35:05
8178,2015-05-17,13:50:45
8179,2015-05-17,13:57:19
8180,2015-05-17,14:22:15
8181,2015-05-17,14:49:55
8182,2015-05-17,14:59:04
8183,2015-05-17,15:07:33
8184,2015-05-17,15:17:34
8185,2015-05-17,15:23:59
8186,2015-05-17,15:34:17
8187,2015-05-17,15:34:32
8188,2015-05-17,15:37:09
8189,2015-05-17,16:02:54
8190,2015-05-17,16:12:19
8191,2015-05-17,16:22:35
8192,2015-05-17,16:36:01
8193,2015-05-17,17:09:00
8194,2015-05-17,17:15:06
8195,2015-05-17,17:31:34
8196,2015-05-17,17:33:02
8197,2015-05-17,18:01:10
8198,2015-05-17,18:03:19
8199,2015-05-17,18:24:36
8200,2015-05-17,18:25:46
8201,2015-05-17,18:32:09
8202,2015-05-17,18:41:19
8203,2015-05-17,19:00:30
8204,2015-05-17,19:08:05
8205,2015-05-17,19:13:44
8206,2015-05-17,19:15:56
8207,2015-05-17,19:58:18
8208,2015-05-17,20:02:26
8209,2015-05-17,20:41:33
8210,2015-05-17,20:53:19
8211,2015-05-17,20:54:45
8212,2015-05-17,21:01:24
8213,2015-05-17,21:07:58
8214,2015-05-17,21:10:37
8215,2015-05-17,21:17:33
8216,2015-05-17,21:33:29
8217,2015-05-17,21:50:44
8218,2015-05-17,22:11:56
8219,2015-05-18,11:16:14
8220,2015-05-18,11:16:57
8221,2015-05-18,11:22:39
8222,2015-05-18,11:32:11
8223,2015-05-18,11:43:01
8224,2015-05-18,11:51:46
8225,2015-05-18,11:52:32
8226,2015-05-18,12:05:59
8227,2015-05-18,12:14:40
8228,2015-05-18,12:17:25
8229,2015-05-18,12:23:00
8230,2015-05-18,12:41:29
8231,2015-05-18,12:42:38
8232,2015-05-18,12:42:51
8233,2015-05-18,13:13:44
8234,2015-05-18,13:19:44
8235,2015-05-18,13:29:20
8236,2015-05-18,13:57:04
8237,2015-05-18,14:22:31
8238,2015-05-18,14:29:52
8239,2015-05-18,14:30:35
8240,2015-05-18,14:30:42
8241,2015-05-18,14:44:03
8242,2015-05-18,15:30:57
8243,2015-05-18,15:38:56
8244,2015-05-18,15:41:55
8245,2015-05-18,15:48:25
8246,2015-05-18,16:15:01
8247,2015-05-18,16:32:36
8248,2015-05-18,16:33:42
8249,2015-05-18,16:41:10
8250,2015-05-18,16:49:04
8251,2015-05-18,16:58:45
8252,2015-05-18,17:21:10
8253,2015-05-18,17:24:40
8254,2015-05-18,17:25:02
8255,2015-05-18,17:27:14
8256,2015-05-18,17:46:10
8257,2015-05-18,18:05:07
8258,2015-05-18,18:07:13
8259,2015-05-18,18:31:11
8260,2015-05-18,18:44:47
8261,2015-05-18,18:52:42
8262,2015-05-18,18:55:49
8263,2015-05-18,19:03:24
8264,2015-05-18,19:35:01
8265,2015-05-18,19:36:58
8266,2015-05-18,19:45:13
8267,2015-05-18,19:47:25
8268,2015-05-18,20:09:13
8269,2015-05-18,20:12:06
8270,2015-05-18,20:25:03
8271,2015-05-18,20:41:47
8272,2015-05-18,20:44:21
8273,2015-05-18,22:09:14
8274,2015-05-18,22:29:47
8275,2015-05-18,22:29:59
8276,2015-05-19,11:15:48
8277,2015-05-19,11:26:05
8278,2015-05-19,11:37:21
8279,2015-05-19,11:48:28
8280,2015-05-19,11:57:39
8281,2015-05-19,12:03:38
8282,2015-05-19,12:17:35
8283,2015-05-19,12:27:58
8284,2015-05-19,12:36:23
8285,2015-05-19,12:39:10
8286,2015-05-19,12:42:46
8287,2015-05-19,12:46:54
8288,2015-05-19,12:58:19
8289,2015-05-19,13:00:55
8290,2015-05-19,13:23:47
8291,2015-05-19,13:24:30
8292,2015-05-19,13:34:43
8293,2015-05-19,13:40:54
8294,2015-05-19,13:50:16
8295,2015-05-19,14:19:08
8296,2015-05-19,14:44:12
8297,2015-05-19,15:19:26
8298,2015-05-19,15:32:53
8299,2015-05-19,15:35:15
8300,2015-05-19,16:04:58
8301,2015-05-19,16:19:54
8302,2015-05-19,16:36:42
8303,2015-05-19,16:48:21
8304,2015-05-19,17:10:51
8305,2015-05-19,17:24:44
8306,2015-05-19,17:47:01
8307,2015-05-19,17:58:37
8308,2015-05-19,18:05:54
8309,2015-05-19,18:25:52
8310,2015-05-19,18:30:18
8311,2015-05-19,18:54:32
8312,2015-05-19,19:04:47
8313,2015-05-19,19:08:16
8314,2015-05-19,19:08:29
8315,2015-05-19,19:14:23
8316,2015-05-19,19:17:28
8317,2015-05-19,19:31:10
8318,2015-05-19,19:33:02
8319,2015-05-19,20:24:54
8320,2015-05-19,20:28:18
8321,2015-05-19,21:49:28
8322,2015-05-20,11:19:06
8323,2015-05-20,11:30:28
8324,2015-05-20,11:35:42
8325,2015-05-20,12:02:52
8326,2015-05-20,12:12:34
8327,2015-05-20,12:16:15
8328,2015-05-20,12:19:17
8329,2015-05-20,12:23:22
8330,2015-05-20,12:25:45
8331,2015-05-20,12:35:36
8332,2015-05-20,12:52:14
8333,2015-05-20,13:16:12
8334,2015-05-20,13:34:57
8335,2015-05-20,13:35:12
8336,2015-05-20,13:46:47
8337,2015-05-20,13:49:44
8338,2015-05-20,13:57:46
8339,2015-05-20,14:09:48
8340,2015-05-20,14:11:37
8341,2015-05-20,14:17:25
8342,2015-05-20,14:18:05
8343,2015-05-20,14:29:16
8344,2015-05-20,14:55:35
8345,2015-05-20,14:57:20
8346,2015-05-20,15:03:38
8347,2015-05-20,15:24:45
8348,2015-05-20,15:29:07
8349,2015-05-20,15:38:08
8350,2015-05-20,15:40:08
8351,2015-05-20,15:42:23
8352,2015-05-20,15:42:33
8353,2015-05-20,15:43:38
8354,2015-05-20,16:04:49
8355,2015-05-20,16:17:04
8356,2015-05-20,16:53:15
8357,2015-05-20,16:55:37
8358,2015-05-20,17:11:48
8359,2015-05-20,17:17:51
8360,2015-05-20,17:26:35
8361,2015-05-20,17:27:48
8362,2015-05-20,17:40:48
8363,2015-05-20,17:52:24
8364,2015-05-20,17:57:13
8365,2015-05-20,18:02:07
8366,2015-05-20,18:12:54
8367,2015-05-20,18:13:28
8368,2015-05-20,18:33:39
8369,2015-05-20,18:35:39
8370,2015-05-20,18:45:36
8371,2015-05-20,18:54:54
8372,2015-05-20,19:24:45
8373,2015-05-20,19:25:08
8374,2015-05-20,19:35:39
8375,2015-05-20,19:47:23
8376,2015-05-20,19:51:56
8377,2015-05-20,20:11:45
8378,2015-05-20,20:34:17
8379,2015-05-20,20:50:03
8380,2015-05-20,20:54:11
8381,2015-05-20,21:44:34
8382,2015-05-20,22:13:30
8383,2015-05-20,22:14:23
8384,2015-05-20,22:14:27
8385,2015-05-20,22:20:47
8386,2015-05-21,11:31:00
8387,2015-05-21,11:48:48
8388,2015-05-21,12:12:43
8389,2015-05-21,12:26:16
8390,2015-05-21,12:28:46
8391,2015-05-21,12:34:40
8392,2015-05-21,12:37:25
8393,2015-05-21,12:50:08
8394,2015-05-21,13:00:08
8395,2015-05-21,13:04:34
8396,2015-05-21,13:09:21
8397,2015-05-21,13:09:40
8398,2015-05-21,13:15:38
8399,2015-05-21,13:23:02
8400,2015-05-21,13:29:23
8401,2015-05-21,13:30:34
8402,2015-05-21,13:31:38
8403,2015-05-21,13:54:50
8404,2015-05-21,14:03:40
8405,2015-05-21,14:08:26
8406,2015-05-21,14:33:12
8407,2015-05-21,14:54:42
8408,2015-05-21,15:00:37
8409,2015-05-21,15:55:05
8410,2015-05-21,16:07:49
8411,2015-05-21,16:49:22
8412,2015-05-21,16:55:38
8413,2015-05-21,16:55:59
8414,2015-05-21,16:57:51
8415,2015-05-21,17:03:12
8416,2015-05-21,17:12:56
8417,2015-05-21,17:13:55
8418,2015-05-21,17:16:11
8419,2015-05-21,17:16:30
8420,2015-05-21,17:19:26
8421,2015-05-21,17:36:58
8422,2015-05-21,17:46:36
8423,2015-05-21,18:02:46
8424,2015-05-21,18:05:41
8425,2015-05-21,18:07:32
8426,2015-05-21,18:12:35
8427,2015-05-21,18:22:16
8428,2015-05-21,18:32:14
8429,2015-05-21,18:43:18
8430,2015-05-21,19:04:53
8431,2015-05-21,19:13:01
8432,2015-05-21,19:13:07
8433,2015-05-21,19:27:40
8434,2015-05-21,19:34:01
8435,2015-05-21,19:47:53
8436,2015-05-21,19:53:53
8437,2015-05-21,20:05:28
8438,2015-05-21,20:23:11
8439,2015-05-21,20:29:21
8440,2015-05-21,20:59:17
8441,2015-05-21,21:14:52
8442,2015-05-21,21:16:10
8443,2015-05-21,21:28:04
8444,2015-05-22,11:18:19
8445,2015-05-22,11:20:20
8446,2015-05-22,12:01:37
8447,2015-05-22,12:07:25
8448,2015-05-22,12:23:54
8449,2015-05-22,12:30:54
8450,2015-05-22,12:31:29
8451,2015-05-22,12:34:41
8452,2015-05-22,12:39:30
8453,2015-05-22,12:47:47
8454,2015-05-22,12:50:41
8455,2015-05-22,12:52:03
8456,2015-05-22,13:23:59
8457,2015-05-22,13:28:01
8458,2015-05-22,13:31:37
8459,2015-05-22,13:35:10
8460,2015-05-22,13:37:17
8461,2015-05-22,14:44:49
8462,2015-05-22,14:51:23
8463,2015-05-22,15:23:43
8464,2015-05-22,15:49:30
8465,2015-05-22,16:01:51
8466,2015-05-22,16:14:53
8467,2015-05-22,16:15:32
8468,2015-05-22,16:17:47
8469,2015-05-22,16:20:59
8470,2015-05-22,16:22:09
8471,2015-05-22,16:49:27
8472,2015-05-22,16:52:56
8473,2015-05-22,16:53:19
8474,2015-05-22,16:54:55
8475,2015-05-22,16:56:23
8476,2015-05-22,16:57:16
8477,2015-05-22,16:59:49
8478,2015-05-22,17:05:00
8479,2015-05-22,17:21:33
8480,2015-05-22,17:27:33
8481,2015-05-22,17:48:28
8482,2015-05-22,18:10:16
8483,2015-05-22,18:27:53
8484,2015-05-22,18:38:36
8485,2015-05-22,18:51:52
8486,2015-05-22,18:54:12
8487,2015-05-22,18:54:53
8488,2015-05-22,18:59:43
8489,2015-05-22,19:09:54
8490,2015-05-22,19:10:16
8491,2015-05-22,19:11:37
8492,2015-05-22,19:13:02
8493,2015-05-22,19:14:01
8494,2015-05-22,19:32:18
8495,2015-05-22,19:39:52
8496,2015-05-22,19:57:26
8497,2015-05-22,19:59:48
8498,2015-05-22,20:00:43
8499,2015-05-22,20:03:16
8500,2015-05-22,20:07:41
8501,2015-05-22,20:12:44
8502,2015-05-22,20:15:22
8503,2015-05-22,20:28:50
8504,2015-05-22,20:48:36
8505,2015-05-22,20:53:17
8506,2015-05-22,20:56:41
8507,2015-05-22,21:32:16
8508,2015-05-22,21:46:49
8509,2015-05-22,22:11:19
8510,2015-05-22,22:15:52
8511,2015-05-22,22:30:55
8512,2015-05-22,22:36:21
8513,2015-05-22,22:53:16
8514,2015-05-22,23:02:31
8515,2015-05-23,12:05:26
8516,2015-05-23,12:11:24
8517,2015-05-23,12:21:27
8518,2015-05-23,12:43:51
8519,2015-05-23,12:54:43
8520,2015-05-23,12:56:20
8521,2015-05-23,12:58:30
8522,2015-05-23,13:25:32
8523,2015-05-23,13:29:12
8524,2015-05-23,13:40:49
8525,2015-05-23,13:56:52
8526,2015-05-23,14:16:19
8527,2015-05-23,14:24:42
8528,2015-05-23,14:29:57
8529,2015-05-23,14:33:59
8530,2015-05-23,15:07:18
8531,2015-05-23,15:12:56
8532,2015-05-23,16:18:47
8533,2015-05-23,16:28:16
8534,2015-05-23,16:28:43
8535,2015-05-23,16:29:50
8536,2015-05-23,16:36:36
8537,2015-05-23,16:41:07
8538,2015-05-23,16:48:11
8539,2015-05-23,17:14:17
8540,2015-05-23,17:27:20
8541,2015-05-23,17:27:27
8542,2015-05-23,17:39:24
8543,2015-05-23,18:06:16
8544,2015-05-23,18:21:36
8545,2015-05-23,18:48:32
8546,2015-05-23,18:48:51
8547,2015-05-23,18:50:24
8548,2015-05-23,18:51:23
8549,2015-05-23,19:00:38
8550,2015-05-23,19:04:00
8551,2015-05-23,19:25:53
8552,2015-05-23,19:31:31
8553,2015-05-23,19:33:15
8554,2015-05-23,19:39:38
8555,2015-05-23,19:52:27
8556,2015-05-23,19:57:05
8557,2015-05-23,20:05:54
8558,2015-05-23,20:12:33
8559,2015-05-23,20:23:45
8560,2015-05-23,20:40:59
8561,2015-05-23,20:47:25
8562,2015-05-23,20:48:05
8563,2015-05-23,21:01:47
8564,2015-05-23,21:02:36
8565,2015-05-23,21:04:41
8566,2015-05-23,21:13:56
8567,2015-05-23,21:20:11
8568,2015-05-23,21:28:11
8569,2015-05-23,21:51:28
8570,2015-05-23,21:56:12
8571,2015-05-23,22:27:21
8572,2015-05-23,22:31:35
8573,2015-05-23,22:53:44
8574,2015-05-24,11:49:47
8575,2015-05-24,11:50:36
8576,2015-05-24,12:36:14
8577,2015-05-24,12:40:08
8578,2015-05-24,12:41:03
8579,2015-05-24,12:45:43
8580,2015-05-24,12:46:57
8581,2015-05-24,13:02:42
8582,2015-05-24,13:12:00
8583,2015-05-24,13:12:52
8584,2015-05-24,13:17:25
8585,2015-05-24,13:25:13
8586,2015-05-24,13:33:02
8587,2015-05-24,13:33:08
8588,2015-05-24,13:55:06
8589,2015-05-24,14:17:26
8590,2015-05-24,14:32:47
8591,2015-05-24,14:43:25
8592,2015-05-24,14:56:02
8593,2015-05-24,15:05:50
8594,2015-05-24,15:17:37
8595,2015-05-24,15:19:39
8596,2015-05-24,15:33:44
8597,2015-05-24,15:42:20
8598,2015-05-24,15:52:27
8599,2015-05-24,16:16:31
8600,2015-05-24,16:18:45
8601,2015-05-24,16:24:32
8602,2015-05-24,16:30:41
8603,2015-05-24,16:41:14
8604,2015-05-24,16:49:43
8605,2015-05-24,16:52:20
8606,2015-05-24,17:26:15
8607,2015-05-24,17:36:19
8608,2015-05-24,17:41:54
8609,2015-05-24,17:43:23
8610,2015-05-24,17:46:42
8611,2015-05-24,17:47:30
8612,2015-05-24,18:07:42
8613,2015-05-24,18:23:18
8614,2015-05-24,18:33:43
8615,2015-05-24,18:44:44
8616,2015-05-24,18:57:58
8617,2015-05-24,18:59:50
8618,2015-05-24,19:09:49
8619,2015-05-24,19:17:04
8620,2015-05-24,19:31:54
8621,2015-05-24,19:36:06
8622,2015-05-24,19:57:34
8623,2015-05-24,20:18:48
8624,2015-05-24,20:22:56
8625,2015-05-24,20:28:07
8626,2015-05-24,20:41:41
8627,2015-05-24,20:48:11
8628,2015-05-24,21:24:23
8629,2015-05-24,21:39:04
8630,2015-05-24,21:43:55
8631,2015-05-24,22:05:39
8632,2015-05-24,22:52:32
8633,2015-05-25,11:15:53
8634,2015-05-25,11:22:47
8635,2015-05-25,11:42:19
8636,2015-05-25,11:49:49
8637,2015-05-25,11:51:35
8638,2015-05-25,11:58:16
8639,2015-05-25,11:59:10
8640,2015-05-25,12:18:05
8641,2015-05-25,12:24:13
8642,2015-05-25,12:30:06
8643,2015-05-25,12:35:46
8644,2015-05-25,12:39:57
8645,2015-05-25,13:05:20
8646,2015-05-25,13:07:22
8647,2015-05-25,13:13:12
8648,2015-05-25,13:13:14
8649,2015-05-25,13:22:50
8650,2015-05-25,13:26:59
8651,2015-05-25,14:09:07
8652,2015-05-25,14:26:54
8653,2015-05-25,14:27:29
8654,2015-05-25,14:44:50
8655,2015-05-25,14:46:01
8656,2015-05-25,15:16:37
8657,2015-05-25,15:59:30
8658,2015-05-25,16:01:47
8659,2015-05-25,16:02:55
8660,2015-05-25,16:04:57
8661,2015-05-25,16:38:12
8662,2015-05-25,17:05:25
8663,2015-05-25,17:27:42
8664,2015-05-25,17:41:55
8665,2015-05-25,17:58:49
8666,2015-05-25,18:02:54
8667,2015-05-25,18:04:28
8668,2015-05-25,18:19:49
8669,2015-05-25,18:30:07
8670,2015-05-25,18:30:46
8671,2015-05-25,18:48:11
8672,2015-05-25,19:26:51
8673,2015-05-25,19:42:52
8674,2015-05-25,19:43:39
8675,2015-05-25,19:44:04
8676,2015-05-25,19:49:18
8677,2015-05-25,20:04:50
8678,2015-05-25,20:05:20
8679,2015-05-25,20:11:34
8680,2015-05-25,20:17:15
8681,2015-05-25,20:18:28
8682,2015-05-25,20:47:52
8683,2015-05-25,21:01:40
8684,2015-05-25,21:13:27
8685,2015-05-25,21:46:21
8686,2015-05-25,21:50:54
8687,2015-05-25,21:51:58
8688,2015-05-25,22:17:08
8689,2015-05-26,11:51:34
8690,2015-05-26,11:55:21
8691,2015-05-26,12:19:54
8692,2015-05-26,12:37:30
8693,2015-05-26,12:44:45
8694,2015-05-26,12:48:18
8695,2015-05-26,12:58:06
8696,2015-05-26,13:04:18
8697,2015-05-26,13:21:21
8698,2015-05-26,13:32:11
8699,2015-05-26,13:54:38
8700,2015-05-26,14:17:48
8701,2015-05-26,15:32:16
8702,2015-05-26,15:44:39
8703,2015-05-26,16:27:44
8704,2015-05-26,16:54:40
8705,2015-05-26,16:59:24
8706,2015-05-26,17:14:47
8707,2015-05-26,17:17:21
8708,2015-05-26,17:17:48
8709,2015-05-26,17:21:53
8710,2015-05-26,17:28:52
8711,2015-05-26,17:39:38
8712,2015-05-26,17:48:11
8713,2015-05-26,17:51:18
8714,2015-05-26,18:22:11
8715,2015-05-26,18:26:23
8716,2015-05-26,18:32:48
8717,2015-05-26,18:34:05
8718,2015-05-26,18:38:16
8719,2015-05-26,18:50:00
8720,2015-05-26,19:13:08
8721,2015-05-26,19:22:49
8722,2015-05-26,19:31:45
8723,2015-05-26,19:47:25
8724,2015-05-26,19:51:56
8725,2015-05-26,20:07:04
8726,2015-05-26,20:44:51
8727,2015-05-26,20:48:05
8728,2015-05-26,20:54:05
8729,2015-05-26,21:03:08
8730,2015-05-26,21:13:40
8731,2015-05-26,21:15:10
8732,2015-05-26,21:16:39
8733,2015-05-26,21:34:57
8734,2015-05-26,22:13:14
8735,2015-05-26,22:18:43
8736,2015-05-26,22:24:33
8737,2015-05-27,11:42:13
8738,2015-05-27,11:43:28
8739,2015-05-27,11:59:17
8740,2015-05-27,12:04:58
8741,2015-05-27,12:08:42
8742,2015-05-27,12:09:33
8743,2015-05-27,12:45:38
8744,2015-05-27,12:49:29
8745,2015-05-27,12:55:14
8746,2015-05-27,13:02:04
8747,2015-05-27,13:02:57
8748,2015-05-27,13:10:29
8749,2015-05-27,13:16:13
8750,2015-05-27,13:21:02
8751,2015-05-27,13:25:12
8752,2015-05-27,13:29:42
8753,2015-05-27,13:34:02
8754,2015-05-27,13:52:27
8755,2015-05-27,13:53:01
8756,2015-05-27,14:07:31
8757,2015-05-27,14:25:46
8758,2015-05-27,14:29:04
8759,2015-05-27,15:35:05
8760,2015-05-27,15:38:46
8761,2015-05-27,15:45:42
8762,2015-05-27,15:48:18
8763,2015-05-27,15:48:36
8764,2015-05-27,16:08:34
8765,2015-05-27,17:00:52
8766,2015-05-27,17:01:09
8767,2015-05-27,17:11:33
8768,2015-05-27,17:13:15
8769,2015-05-27,17:25:27
8770,2015-05-27,17:34:06
8771,2015-05-27,17:40:03
8772,2015-05-27,17:41:31
8773,2015-05-27,17:43:08
8774,2015-05-27,17:43:43
8775,2015-05-27,17:59:03
8776,2015-05-27,18:32:56
8777,2015-05-27,18:35:07
8778,2015-05-27,18:35:22
8779,2015-05-27,18:44:26
8780,2015-05-27,18:46:54
8781,2015-05-27,18:51:21
8782,2015-05-27,19:09:22
8783,2015-05-27,19:10:07
8784,2015-05-27,19:40:04
8785,2015-05-27,19:49:07
8786,2015-05-27,20:14:01
8787,2015-05-27,20:47:45
8788,2015-05-27,21:10:40
8789,2015-05-27,22:13:44
8790,2015-05-27,22:19:35
8791,2015-05-27,22:48:03
8792,2015-05-28,11:18:17
8793,2015-05-28,11:32:34
8794,2015-05-28,11:42:39
8795,2015-05-28,11:48:02
8796,2015-05-28,11:53:45
8797,2015-05-28,12:11:39
8798,2015-05-28,12:18:44
8799,2015-05-28,12:22:25
8800,2015-05-28,12:26:36
8801,2015-05-28,12:26:38
8802,2015-05-28,12:31:54
8803,2015-05-28,12:44:34
8804,2015-05-28,12:46:27
8805,2015-05-28,12:51:34
8806,2015-05-28,12:58:11
8807,2015-05-28,13:04:19
8808,2015-05-28,13:04:21
8809,2015-05-28,13:06:35
8810,2015-05-28,13:36:08
8811,2015-05-28,13:50:08
8812,2015-05-28,13:56:53
8813,2015-05-28,14:12:29
8814,2015-05-28,14:13:17
8815,2015-05-28,14:28:47
8816,2015-05-28,14:33:40
8817,2015-05-28,14:55:09
8818,2015-05-28,15:08:31
8819,2015-05-28,15:11:36
8820,2015-05-28,15:19:39
8821,2015-05-28,15:32:51
8822,2015-05-28,15:38:22
8823,2015-05-28,15:43:33
8824,2015-05-28,15:44:02
8825,2015-05-28,15:47:16
8826,2015-05-28,16:17:24
8827,2015-05-28,17:03:31
8828,2015-05-28,17:11:11
8829,2015-05-28,17:15:06
8830,2015-05-28,17:49:50
8831,2015-05-28,18:14:34
8832,2015-05-28,18:22:10
8833,2015-05-28,18:23:52
8834,2015-05-28,18:33:32
8835,2015-05-28,18:42:08
8836,2015-05-28,18:47:09
8837,2015-05-28,18:54:38
8838,2015-05-28,19:05:33
8839,2015-05-28,19:13:53
8840,2015-05-28,19:13:54
8841,2015-05-28,19:15:58
8842,2015-05-28,19:35:27
8843,2015-05-28,19:57:42
8844,2015-05-28,20:16:31
8845,2015-05-28,22:00:57
8846,2015-05-29,11:18:27
8847,2015-05-29,11:27:41
8848,2015-05-29,11:55:24
8849,2015-05-29,11:59:54
8850,2015-05-29,12:28:01
8851,2015-05-29,12:35:22
8852,2015-05-29,12:39:40
8853,2015-05-29,12:53:33
8854,2015-05-29,12:56:55
8855,2015-05-29,13:03:30
8856,2015-05-29,13:08:12
8857,2015-05-29,13:21:21
8858,2015-05-29,13:21:37
8859,2015-05-29,13:23:44
8860,2015-05-29,13:34:29
8861,2015-05-29,13:44:56
8862,2015-05-29,13:54:59
8863,2015-05-29,14:03:48
8864,2015-05-29,14:17:14
8865,2015-05-29,14:19:52
8866,2015-05-29,14:21:14
8867,2015-05-29,15:00:19
8868,2015-05-29,15:26:51
8869,2015-05-29,15:34:52
8870,2015-05-29,16:10:42
8871,2015-05-29,16:31:30
8872,2015-05-29,16:33:35
8873,2015-05-29,16:53:49
8874,2015-05-29,16:55:02
8875,2015-05-29,16:56:32
8876,2015-05-29,17:27:21
8877,2015-05-29,17:31:34
8878,2015-05-29,17:32:06
8879,2015-05-29,17:36:00
8880,2015-05-29,18:05:21
8881,2015-05-29,18:12:35
8882,2015-05-29,18:27:09
8883,2015-05-29,18:47:38
8884,2015-05-29,18:51:24
8885,2015-05-29,18:55:28
8886,2015-05-29,18:58:54
8887,2015-05-29,19:09:56
8888,2015-05-29,19:10:08
8889,2015-05-29,19:10:49
8890,2015-05-29,19:22:42
8891,2015-05-29,19:35:48
8892,2015-05-29,19:39:34
8893,2015-05-29,19:50:24
8894,2015-05-29,20:06:04
8895,2015-05-29,20:07:38
8896,2015-05-29,20:23:07
8897,2015-05-29,20:31:54
8898,2015-05-29,20:52:57
8899,2015-05-29,20:55:03
8900,2015-05-29,20:56:00
8901,2015-05-29,20:57:41
8902,2015-05-29,21:00:15
8903,2015-05-29,21:07:02
8904,2015-05-29,21:10:56
8905,2015-05-29,21:12:31
8906,2015-05-29,21:31:33
8907,2015-05-29,21:33:17
8908,2015-05-29,21:33:26
8909,2015-05-29,21:36:29
8910,2015-05-29,22:09:39
8911,2015-05-29,22:18:04
8912,2015-05-29,22:42:48
8913,2015-05-29,22:58:54
8914,2015-05-30,11:39:32
8915,2015-05-30,11:54:03
8916,2015-05-30,12:23:52
8917,2015-05-30,12:45:30
